Funder,Year,GLRI Amount,Project Type,Project Title,Recipient Name,Project Description,Focus Area,Project Start Date,Project End Date,Affected States,Latitude,Longitude
FS,2017,"$1,450,000 ",Continuation,Forest Habitat Restoration and Rehabilitation,Dept. of Agriculture-U.S. Forest Service,"The U.S. Forest Service (USFS) will maintain water levels in coastal and inland wetlands (the Black Ash Swamp Restoration) by diversifying forest canopy. The USFS will work to further diversify forests in the Great Lakes basin, develop seed collection protocols for black ash, and restore culturally-significant black ash swamps by June 2012.   ",2 - Invasive Species,8/22/2017,9/30/2022,Multi-state,44.6539,-87.5315
FS,2017,"$100,000 ",New Project,Hemlock Woolly Adelgid Mitigation,Dept. of Agriculture-U.S. Forest Service,"To mitigate the impact of hemlock woolly adelgid in the Great Lakes basin, two partnership efforts are being developed.  In new York, Cornell University will prioritize watersheds throughout the Finger Lakes region for control of the HWA and preservation of stands of hemlock forest to promote stabilization of steep ravines and riparian areas.  In Michigan, a similar effort is being intiated with the state's Department of Natural Resources.",2 - Invasive Species,8/22/2017,9/30/2022,Multi-state,42.6135,-76.7924
FS,2017,"$325,000 ",Continuation,Invasive Species Pathways Education,Dept. of Agriculture-U.S. Forest Service,"The U.S. Forest Service (USFS) will provide outreach and education to hunters, anglers, boaters and the general public on the threats of aquatic and terrestrial non-native invasive species to the Great Lakes ecosystem.  Under one project, USFS will build and deploy two boat wash stations in the Ottawa National Forest by June 2011; associated brochures, signs and billboards will also be displayed. USFS will work with two key aquariums (Shedd in Chicago and Discovery World in Milwaukee) to develop invasive species education and outreach displays and materials. The USFS will also work with Wildlife Forever to conduct an extensive public outreach campaign through the media of television, radio, billboards and brochures to outreach to hunters and anglers by 2011.    ",2 - Invasive Species,8/22/2017,9/30/2022,Multi-state,41.867579,-87.613778
FS,2018,"$192,893 ",Continuation,Blocking the Recreational Boat Pathway,Dept. of Agriculture-U.S. Forest Service,"The U.S. Forest Service (USFS) will provide outreach and education to hunters, anglers, boaters and the general public on the threats of aquatic and terrestrial non-native invasive species to the Great Lakes ecosystem.  Under one project, USFS will build and deploy two boat wash stations in the Ottawa National Forest by June 2011; associated brochures, signs and billboards will also be displayed. USFS will work with two key aquariums (Shedd in Chicago and Discovery World in Milwaukee) to develop invasive species education and outreach displays and materials. The USFS will also work with Wildlife Forever to conduct an extensive public outreach campaign through the media of television, radio, billboards and brochures to outreach to hunters and anglers by 2011.    ",2 - Invasive Species,7/30/2018,9/30/2023,Multi-state,41.867579,-87.613778
FS,2018,"$735,787 ",Continuation,Cooperative Weed Management Areas,Dept. of Agriculture-U.S. Forest Service,"The U.S. Forest Service (USFS) will establish new Cooperative Weed Management Areas along the five Great Lakes shorelines and within the eight Great Lakes states, and strengthen existing Cooperative Weed Management Areas along the five Great Lakes shorelines and within the eight Great Lakes states.  These Cooperative Weed Management Areas will help integrate all invasive plant management resources across jurisdictional boundaries to benefit entire communities.  This project will help to establish or enhance invasive species early detection and rapid response networks.  The project will be completed by June 2012.    ",2 - Invasive Species,7/30/2018,9/30/2023,Multi-state,42.041205,-87.695575
FS,2018,"$1,323,412 ",Continuation,Forest Habitat Restoration and Rehabilitation,Dept. of Agriculture-U.S. Forest Service,"The U.S. Forest Service (USFS) will maintain water levels in coastal and inland wetlands (the Black Ash Swamp Restoration) by diversifying forest canopy. The USFS will work to further diversify forests in the Great Lakes basin, develop seed collection protocols for black ash, and restore culturally-significant black ash swamps by June 2012.   ",2 - Invasive Species,7/30/2018,9/30/2023,Multi-state,44.6539,-87.5315
FS,2018,"$240,803 ",Continuation,Hemlock Woolly Adelgid Mitigation,Dept. of Agriculture-U.S. Forest Service,"To mitigate the impact of hemlock woolly adelgid in the Great Lakes basin, two partnership efforts are being developed.  In new York, Cornell University will prioritize watersheds throughout the Finger Lakes region for control of the HWA and preservation of stands of hemlock forest to promote stabilization of steep ravines and riparian areas.  In Michigan, a similar effort is being intiated with the state's Department of Natural Resources.",2 - Invasive Species,7/30/2018,9/30/2023,Multi-state,42.6135,-76.7924
FS,2018,"$175,000 ",Continuation,Invasive Species Pathways Education,Dept. of Agriculture-U.S. Forest Service,"The U.S. Forest Service (USFS) will provide outreach and education to hunters, anglers, boaters and the general public on the threats of aquatic and terrestrial non-native invasive species to the Great Lakes ecosystem.  Under one project, USFS will build and deploy two boat wash stations in the Ottawa National Forest by June 2011; associated brochures, signs and billboards will also be displayed. USFS will work with two key aquariums (Shedd in Chicago and Discovery World in Milwaukee) to develop invasive species education and outreach displays and materials. The USFS will also work with Wildlife Forever to conduct an extensive public outreach campaign through the media of television, radio, billboards and brochures to outreach to hunters and anglers by 2011.    ",2 - Invasive Species,7/30/2018,9/30/2023,Multi-state,41.867579,-87.613778
FWS,2010,"$126,000 ",New Project,21st Century Invasive Species Outreach to Anglers,Wildlife Forever,"Outreach and education to boaters, anglers and watercraft users of the Great Lakes on invasive species awareness and prevention.",2 - Invasive Species,2/5/2010,completed,Multi-state,45.0769,-93.316326
FWS,2010,"$1,555,235 ",New Project,A Comprehensive Regional Public Outreach Campaign on AIS,University of Minnesota,"The Great Lakes Sea Grant Network (GLSGN), led by Minnesota, proposes a comprehensive outreach initiative targeting 15 pathways aimed at preventing the spread of aquatic invasive species (AIS). Featuring Stop Aquatic Hitchhikers!, IVab the Aquatic Invader, Habitattitude, AIS-HACCP program, and new Web-based social networking components, we will employ proven and new strategies to protect the Great Lakes. ",2 - Invasive Species,2/5/2010,completed,Multi-state,44.975091,-93.23307
FWS,2010,"$8,515,339 ",New Project,Asian Carp Control Strategy Framework Support (Illinois),Ilinois Department of Natural Resources,The State of Illinois will implement priority Great Lakes actions identified in the Illinois State Comprehensive Management Plan for Aquatic Nuisance Species.  Activities in FY2010 will be focused on Asian carp.,2 - Invasive Species,2/5/2010,completed,IL,41.722131,-87.978516
FWS,2010,"$66,650 ",New Project,Bay Mills Indian Community assessment and mangement of invasive plant species,Bay Mills Indian Community,"The Bay Mills Indian Community recognizes the importance of having functioning systems to support natural flow of water, native fish and wildlife, and a healthy tribal community.  With that in mind the Tribe is worried about the threat that terrestrial and aquatic invasive species have and will have on the natural functioning of the lands they inhabit and use.  We are requesting funding from the Bureau of Indian Affairs under their Great Lakes Restoration Initiative to hire a person for a term of two years to:  1.Complete an assessment of Tribal Land for invasive species  2.Develop a management plan that includes species present on the reservation, those quickly encroaching Tribal Land, and those proposed to come to our area in the near future.  3.Start implementation of the plan for those species currently present on the Reservation and make an implementation plan for those soon to arrive.    ",2 - Invasive Species,2/5/2010,completed,MI,46.432178,-84.531555
FWS,2010,"$378,959 ",New Project,Development of Optics to Quantify Organisms in Ballast Water,"Great Lakes WATER Institute, Univeristy of Wisconsin-Milwaukee",This project funds the development of optical methods to quantify organisms in ballast water.,2 - Invasive Species,2/5/2010,completed,WI,43.017246,-87.903843
FWS,2010,"$300,000 ",New Project,Electric Barrier Defensive Removal of Asian Carp,Ilinois Department of Natural Resources,The Illinois Department of Natural Resources requests support for a project to employ commercial fishermen in targeted areas downstream of Lockport Pool. This is a sustained program of catch and removal of the Asian Carp from the system in specific locations and to provide propagule suppression against the Electric Barrier system. ,2 - Invasive Species,2/5/2010,completed,IL,41.652393,-87.565842
